Problem Date,Problem Details,Language,Title,URL
6/22/2026,"mais ou se trouve le formulaire à remplir, SVP?",fr,Autorisation de voyage électronique (AVE) - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/ave.html
6/22/2026,Bonjour besoin d'un d'obtenir un contrat de travail svp,fr,Programme pilote d'immigration dans les communautés rurales - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/immigrer-canada/pilotes-rurale-franco/immigration-rurale.html
6/22/2026,"Je prend un nouveau médicament ,le riva apixaban 5 mg",fr,Autorisation de voyage électronique (AVE) - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/ave.html
6/22/2026,Faire une demande AVE,fr,Vérifiez si vous avez besoin d’un visa ou d’une AVE pour vous rendre au Canada - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/verifiez-visa-ave.html
6/22/2026,I am tracking my application for visa,en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
6/22/2026,"Good Morning, I didn't receive any mail confirmation on my Eta appliance. ####### was ok. How can I find my request? #########",en,Important reminders – apply for an eTA - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta/important-reminders-apply-eta.html
6/22/2026,formulaire ave,fr,Autorisation de voyage électronique (AVE) : Comment présenter une demande - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/ave/demande.html
6/22/2026,necesito viajar a Singapur puedo viajar por AIR Canada?,fr,"Rappels essentiels pour demander une AVE : fraude, limites, session - Canada.ca",https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/ave/rappels-importants-presenter-ave.html
6/22/2026,looking for form IMM5713,en,Find IRCC application forms and instructions - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides.html
6/22/2026,ابحث عن شغل,en,Immigrate through Express Entry - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry.html
6/22/2026,I FILLED IN ALL THE INFORMATION TO RENEW MY CANADAIN PASSPORT ONLINE. THEN IT SAYS YOU MAY NOT BE ELIGIBLE TO RENEW PASSPORT ONLINE,en,Check if you can renew your passport in Canada - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-passports/renew-adult-passport/check-who-renew.html
6/22/2026,"I want a physical passport application to fill out at home (not on computer). Can you send me one? Or tell me where I can pick up a physical form. I live in Burlington, Ontario",en,Get the form and renew a passport by mail in Canada - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-passports/renew-adult-passport/submit-form-fees/apply-by-mail.html
6/22/2026,ptd,en,Document Checklist: Application for a Permanent Resident Card or Permanent Resident Travel Document (IMM 5644)  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/imm5644.html
6/22/2026,Fingerprint,en,Canadian citizenship for adults and minor children:  After you apply - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-citizenship/adult-minor/after.html
6/22/2026,No update,en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
6/22/2026,Vida visitor,en,Sign in to your IRCC account - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/ircc-accounts.html
6/22/2026,I want to continue my application but I cannot sign in into my account,en,Sign in to your IRCC account - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/ircc-accounts.html
6/22/2026,Je pas de compte irrc,fr,Visiter le Canada - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada.html
6/22/2026,I'm looking for the Canadian passport application form,en,Passport and travel document fee changes - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-passports/fees/fee-changes-passport.html
6/22/2026,Applying for a new passport while abroad,en,Crisis in Lebanon - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/lebanon-2023.html
6/22/2026,Lost passport,en,Find a passport or travel document form - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-passports/forms.html
6/22/2026,Passport office,en,How to renew a passport in Canada - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-passports/renew-adult-passport.html
6/22/2026,Can you use the new version and the old version?,en,Apply online using the IRCC Portal – New version - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/online-account.html
6/22/2026,formulario eta,en,Important reminders – apply for an eTA - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta/important-reminders-apply-eta.html
6/22/2026,Checking dayes of AOR,en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
6/22/2026,canadian form for in canada,en,Get the form and submit your passport renewal in Canada - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-passports/renew-adult-passport/submit-form-fees.html
6/22/2026,faire une demande pour une autre personne mineur mon fils,fr,"Rappels essentiels pour demander une AVE : fraude, limites, session - Canada.ca",https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/ave/rappels-importants-presenter-ave.html
6/22/2026,non,fr,Connectez-vous à votre compte IRCC - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/comptes-ircc.html
6/22/2026,NECESITO EL LINK DONDE APLICAS PARA EL ETA,en,Important reminders – apply for an eTA - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta/important-reminders-apply-eta.html
6/22/2026,"application status tracker is down , has been for over a month , checking over the phone is not working either , hire someone who can actually fix the website",en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
6/22/2026,Can you work on applied status,en,Your IRCC application - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application.html
6/22/2026,Buscar trabajo de niñera o de limpieza,en,Infórmate sobre si necesitas un permiso de trabajo - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/work-canada/need-permit.html
6/22/2026,where to submit this application?,en,Application Form and Document Checklist: Verification of Status or Replacement of an Immigration Document Application Form and Document Checklist (IMM 5009) - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/imm5009.html
6/22/2026,رعاية مسنين,fr,"Permis de travail : demande de l'intérieur du Canada, critères, documents - Canada.ca",https://www.canada.ca/fr/immigration-refugies-citoyennete/services/travailler-canada/permis-interieur.html
6/22/2026,الاقامه الدائم في كندا,en,سجّل الدخول إلى حسابك على موقع IRCC - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/ircc-accounts.html
6/22/2026,We paid twice now and the receipt that's coming is as an R we cannot find the L receipt there is no any choice we have went to pay through additional fees,en,Passport and travel document fee changes - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-passports/fees/fee-changes-passport.html
6/22/2026,i need to access the imm5562 form,en,Supplementary Information: Your Travels (IMM 5562) - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/imm5562.html
6/22/2026,I want to check the status of my submitted application and weather the decision has been made,en,Sign in to your IRCC account - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/ircc-accounts.html
6/22/2026,Spouse national identity document does not have expiry date,en,Generic Application Form for Canada (IMM 0008) - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/imm0008.html
6/22/2026,Citizenship by descendants,en,Canadian citizenship - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-citizenship.html
6/22/2026,Konto erstellen,fr,Comment présenter une demande de visa de visiteur - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/demande-visa-visiteur.html
6/22/2026,"J'ai renoncé au statut de résident permanent en 2016. Pourquoi n'est-ce pas enregistré par vos services? J'ai donc besoin d'un AVE pour venir au Canada, et je ne l'obtiens pas.",fr,Expliquer le refus d’une demande : notes de décision de l’agent ou agente - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/organisation/transparence/notes-decision-agents.html
6/22/2026,Como pedir asilo en canada siendo venezolano,en,Refugee protection in Canada - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/refugees/protection.html
6/22/2026,link to apply,en,Important reminders – apply for an eTA - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta/important-reminders-apply-eta.html
6/22/2026,changement d'adresse de residence,fr,Passeports canadiens et autres documents de voyage : Présenter une demande au Canada - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/passeports-canadiens.html
6/22/2026,PPTC 001,en,Find a passport or travel document form - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-passports/forms.html
6/22/2026,Est-ce que je dois aviser d'un changement d'adresse pour mon passeport,fr,Passeports canadiens et autres documents de voyage : Présenter une demande au Canada - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/passeports-canadiens.html
6/22/2026,je cherche a deposer ma demande de AVE mais je ne trouve pas le formulaire pour le faire,fr,"Rappels essentiels pour demander une AVE : fraude, limites, session - Canada.ca",https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/ave/rappels-importants-presenter-ave.html
